"id","name","origin","move_id"
308821,"DO1208Z0013-ST","",378954
308873,"DO1208Z0014-ST","",378955
309810,"DO1208Z0016-ST","",378957
310662,"DO1208Z0017-ST","",378960
311605,"DO1208Z0019-ST","",378978
312537,"DO1208Z0020-ST","",378986
315255,"DO1208Z0021-ST","",378990
315648,"DO1208Z0022-ST","",378993
316440,"DO1208Z0023-ST","",379002
316965,"DO1208Z0024-ST","",379009
317906,"DO1208Z0026-ST","",379019
321271,"DO1208Z0027-ST","",379036
322447,"DO1208Z0028-ST","",379049
324989,"DO1208Z0029-ST","",379060
326854,"DO1208Z0030-ST","",379069
328711,"DO1208Z0031-ST","",379086
330773,"DO1208Z0032-ST","",379105
331509,"DO1208Z0034-ST","",379128
333158,"DO1209T0001-ST","",366389
334366,"DO1209T0002-ST","",368255
334702,"DO1209T0003-ST","",368267
335326,"DO1209T0004-ST","",371942
337170,"DO1209T0005-ST","",373177
337171,"DO1209T0006-ST","",373180
338498,"DO1209T0007-ST","",374477
338501,"DO1209T0008-ST","",374501
339793,"DO1209T0009-ST","",375994
339797,"DO1209T0010-ST","",376008
341322,"DO1209T0011-ST","",384401
341323,"DO1209T0012-ST","",381321
341325,"DO1209T0013-ST","",381325
343050,"DO1209T0014-ST","",382942
347494,"DO1209T0015-ST","",387478
347564,"DO1209T0016-ST","",387507
334656,"DO1209U0001-ST","",380057
334668,"DO1209U0002-ST","",380058
337184,"DO1209U0003-ST","",380083
337192,"DO1209U0004-ST","",380084
342727,"DO1209U0006-ST","",382282
342752,"DO1209U0007-ST","",382301
347511,"DO1209U0008-ST","",387358
347521,"DO1209U0009-ST","",387427
333201,"DO1209V0001-ST","",378768
333208,"DO1209V0002-ST","",378769
334682,"DO1209V0004-ST","",378779
334689,"DO1209V0005-ST","",378780
334699,"DO1209V0006-ST","",378781
335360,"DO1209V0007-ST","",378802
335377,"DO1209V0008-ST","",378803
335390,"DO1209V0009-ST","",378804
337188,"DO1209V0010-ST","",378833
337198,"DO1209V0011-ST","",378834
338176,"DO1209V0012-ST","",378850
338551,"DO1209V0013-ST","",378853
338559,"DO1209V0014-ST","",378854
339671,"DO1209V0015-ST","",378862
339935,"DO1209V0016-ST","",378864
339963,"DO1209V0017-ST","",378865
341393,"DO1209V0018-ST","",381442
341404,"DO1209V0019-ST","",381451
341412,"DO1209V0020-ST","",381453
343094,"DO1209V0021-ST","",383028
343097,"DO1209V0022-ST","",383053
343124,"DO1209V0023-ST","",383063
344688,"DO1209V0025-ST","",384466
344707,"DO1209V0026-ST","",384479
344714,"DO1209V0027-ST","",384482
345444,"DO1209V0028-ST","",385791
345454,"DO1209V0029-ST","",385851
347592,"DO1209V0030-ST","",387614
347600,"DO1209V0031-ST","",387622
347609,"DO1209V0032-ST","",387631
347612,"DO1209V0033-ST","",387659
347631,"DO1209V0034-ST","",387673
332885,"DO1209W0001-ST","GR 31/08/2012",379691
332886,"DO1209W0002-ST","แม่บ้าน 31/08/2012",379692
332887,"DO1209W0003-ST","ล้างรถ 31/08/2012",379693
332888,"DO1209W0004-ST","BP 31/08/2012",379694
334072,"DO1209W0005-ST","GR 01/09/2012",379696
334073,"DO1209W0006-ST","BP 01/09/2012",379697
334351,"DO1209W0007-ST","GR 02/09/2012",379699
334352,"DO1209W0008-ST","ล้างรถ 02/09/2012",379700
335083,"DO1209W0009-ST","FRGR 03/09/2012",379734
335085,"DO1209W0010-ST","อะไหล่ 03/09/2012",379735
335087,"DO1209W0011-ST","GR 03/09/2012",379736
335091,"DO1209W0012-ST","BP 03/09/2012",379737
336833,"DO1209W0013-ST","GR 04/09/2012",379759
336841,"DO1209W0014-ST","FRGR 04/09/2012",379760
336842,"DO1209W0015-ST","BP 04/09/2012",379761
337493,"DO1209W0016-ST","GR 5/09/2012",379784
337778,"DO1209W0017-ST","BP 05/09/2012",379785
339385,"DO1209W0018-ST","FRGR 06/09/2012",379801
339387,"DO1209W0019-ST","ล้างรถ 06/09/2012",379802
339388,"DO1209W0020-ST","FRBP 06/09/2012",379803
339389,"DO1209W0021-ST","GR 06/09/2012",379804
339396,"DO1209W0022-ST","BP 06/09/2012",379805
341092,"DO1209W0023-ST","GR 07/09/2012",380929
341106,"DO1209W0024-ST","อะไหล่ 07/09/2012",380943
341113,"DO1209W0025-ST","BP 07/09/2012",380964
342668,"DO1209W0026-ST","GR 09/09/2012",381906
342672,"DO1209W0027-ST","GR 08/09/2012",381922
342676,"DO1209W0028-ST","PDI 08/09/2012",381938
342678,"DO1209W0029-ST","BP 08/09/2012",381963
344406,"DO1209W0030-ST","GR 10/09/2012",384141
344422,"DO1209W0031-ST","BP 10/09/2012",384167
344950,"DO1209W0032-ST","FRGR 11/09/2012",384656
344951,"DO1209W0033-ST","อะไหล่ 11/09/2012",384657
344955,"DO1209W0034-ST","GR 11/09/2012",384660
344960,"DO1209W0035-ST","BP 11/09/2012",384665
344967,"DO1209W0036-ST","PDI 11/09/2012",384669
347152,"DO1209W0037-ST","แม่บ้าน 12/09/2012",386421
332890,"DO1209X0001-ST","",378148
332891,"DO1209X0002-ST","",378149
334075,"DO1209X0003-ST","",378153
334076,"DO1209X0004-ST","",378154
334077,"DO1209X0005-ST","",378155
334085,"DO1209X0008-ST","",378156
334086,"DO1209X0009-ST","",378157
334986,"DO1209X0014-ST","",378209
335060,"DO1209X0016-ST","",378211
335065,"DO1209X0017-ST","",378212
336856,"DO1209X0018-ST","",378226
336860,"DO1209X0019-ST","",378227
337457,"DO1209X0020-ST","",378245
337458,"DO1209X0021-ST","",378246
339526,"DO1209X0022-ST","",378258
339529,"DO1209X0023-ST","",378259
339704,"DO1209X0024-ST","",378261
341026,"DO1209X0025-ST","",379601
341029,"DO1209X0026-ST","",380274
342423,"DO1209X0027-ST","",381753
342424,"DO1209X0028-ST","",381758
344243,"DO1209X0029-ST","",383834
344558,"DO1209X0031-ST","",384338
344579,"DO1209X0032-ST","",384346
344586,"DO1209X0033-ST","",384374
345211,"DO1209X0037-ST","",385083
345216,"DO1209X0038-ST","",385109
347175,"DO1209X0040-ST","",386547
347209,"DO1209X0043-ST","",386564
347214,"DO1209X0044-ST","",386588
333026,"DO1209Y0001-ST","",377610
333031,"DO1209Y0002-ST","",377611
333033,"DO1209Y0003-ST","",377612
333054,"DO1209Y0004-ST","",377613
333064,"DO1209Y0005-ST","",377614
333077,"DO1209Y0006-ST","",377615
333078,"DO1209Y0007-ST","",377616
334456,"DO1209Y0008-ST","",377623
334465,"DO1209Y0009-ST","",377624
334470,"DO1209Y0010-ST","",377625
334472,"DO1209Y0011-ST","",377626
334473,"DO1209Y0012-ST","",377627
334476,"DO1209Y0013-ST","",377628
334685,"DO1209Y0014-ST","",377636
334692,"DO1209Y0015-ST","",377637
334701,"DO1209Y0016-ST","",377638
335348,"DO1209Y0017-ST","",377664
335361,"DO1209Y0018-ST","",377665
335364,"DO1209Y0019-ST","",377666
337221,"DO1209Y0020-ST","",377677
337224,"DO1209Y0021-ST","",377678
337234,"DO1209Y0022-ST","",377679
338567,"DO1209Y0023-ST","",377693
338576,"DO1209Y0024-ST","",377694
338578,"DO1209Y0025-ST","",377695
339943,"DO1209Y0026-ST","",377707
339978,"DO1209Y0027-ST","",377708
339990,"DO1209Y0028-ST","",377709
339998,"DO1209Y0029-ST","",377710
340003,"DO1209Y0030-ST","",377711
341372,"DO1209Y0031-ST","",381410
341380,"DO1209Y0032-ST","",381420
